User_Query,Intent
My transfer shows successful on my app but the recipient says no credit. REF:REF071320941. ,Transfer_Issue
I made transfer to account 3130946926 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF843479446. Please help. ,Transfer_Issue
"I tried to send ?100,000 to account 5289431961 on Wema Bank via POS but it failed. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF941505152. Please help. ,Transfer_Issue
"I was debited ?1,500 but the beneficiary didn't get the money. What do I do? This is urgent.",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF575175741. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF780090415. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF903680776. ,Transfer_Issue
"I tried to send ?150,000 to account 5301564697 on Wema Bank via mobile app but it failed. ",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF450292477. This is urgent.,Transfer_Issue
I made transfer to account 8463883486 but entered wrong beneficiary name. Can it be reversed? Kindly assist.,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF700516271. Please help. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF528961122. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF753745843. Please help. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF407319718. Need urgent help.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF268550844. ,Transfer_Issue
I accidentally sent money to the wrong account 4511608958. Can the bank reverse it? This is urgent.,Transfer_Issue
My transfer REF:REF235023277 is pending since 2025-03-27 and recipient hasn't received it. This is urgent.,Transfer_Issue
"I tried to send ?20,000 to account 8548671267 on Wema Bank via instant transfer but it failed. Please advise.",Transfer_Issue
I accidentally sent money to the wrong account 7593249711. Can the bank reverse it? ,Transfer_Issue
"I tried to send ?1,000 to account 4665057135 on Wema Bank via POS but it failed. ",Transfer_Issue
Transfer of ?500 to Wema Bank account 6420635938 didn't go through shows error INSUFFICIENT_FUNDS. ,Transfer_Issue
My transfer REF:REF898544635 is pending since 2023-11-14 and recipient hasn't received it. ,Transfer_Issue
"Transfer of ?1,500 to Wema Bank account 1361399923 didn't go through shows error OTP_EXPIRED. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF038816176. Please help. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF411212905. Please help. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF405377290. Please advise.,Transfer_Issue
I was debited ?500 but the beneficiary didn't get the money. What do I do? This is urgent.,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF447580325. Please help. Can you assist?,Transfer_Issue
"I tried to send ?5,000 to account 0037716263 on Wema Bank via bank transfer but it failed. ",Transfer_Issue
"I tried to send ?10,000 to account 4465914790 on Wema Bank via bank transfer but it failed. ",Transfer_Issue
My transfer REF:REF076634933 is pending since 2025-07-12 and recipient hasn't received it. ,Transfer_Issue
My transfer REF:REF189490580 is pending since 2024-08-17 and recipient hasn't received it. ,Transfer_Issue
I tried to send ?500 to account 1522904015 on Wema Bank via instant transfer but it failed. Can you assist?,Transfer_Issue
I accidentally sent money to the wrong account 5531290036. Can the bank reverse it? ,Transfer_Issue
I made transfer to account 2432525884 but entered wrong beneficiary name. Can it be reversed? This is urgent.,Transfer_Issue
I accidentally sent money to the wrong account 9549573356. Can the bank reverse it? Can you assist?,Transfer_Issue
"Transfer of ?1,000 to Wema Bank account 9121429607 didn't go through shows error E_502. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF677269608. Please help. ,Transfer_Issue
Transfer keeps pending for hours on Wema Bank network. Any idea why? ,Transfer_Issue
I accidentally sent money to the wrong account 7140046408. Can the bank reverse it? Please advise.,Transfer_Issue
I made transfer to account 6471243468 but entered wrong beneficiary name. Can it be reversed? Kindly assist.,Transfer_Issue
"Transfer of ?5,000 to Wema Bank account 3913246765 didn't go through shows error E_502. ",Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF985535282. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF302816506. This is urgent.,Transfer_Issue
I made transfer to account 4233305912 but entered wrong beneficiary name. Can it be reversed? Please advise.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF949128672. ,Transfer_Issue
"I tried to send ?1,000 to account 0619581618 on Wema Bank via bank transfer but it failed. ",Transfer_Issue
I tried to send ?500 to account 6792121075 on Wema Bank via internet banking but it failed. Need urgent help.,Transfer_Issue
"Transfer of ?75,000 to Wema Bank account 9571070611 didn't go through shows error CODE_14. ",Transfer_Issue
"Transfer of ?150,000 to Wema Bank account 6516512654 didn't go through shows error INSUFFICIENT_FUNDS. ",Transfer_Issue
"Transfer of ?50,000 to Wema Bank account 6991528311 didn't go through shows error ERR001. Please advise.",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF502733866. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF446119830. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF963418698. ,Transfer_Issue
My transfer REF:REF388597932 is pending since 2023-02-03 and recipient hasn't received it. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF947286501. ,Transfer_Issue
My transfer REF:REF825929828 is pending since 2023-03-05 and recipient hasn't received it. ,Transfer_Issue
My transfer REF:REF461195243 is pending since 2025-07-23 and recipient hasn't received it. Please advise.,Transfer_Issue
I accidentally sent money to the wrong account 9613137109. Can the bank reverse it? Kindly assist.,Transfer_Issue
"Transfer of ?1,500 to Wema Bank account 0842735991 didn't go through shows error AUTH_402. Can you assist?",Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF255614412. ,Transfer_Issue
The transaction failed after I entered OTP on the POS. Error E_TIMEOUT. Can you assist?,Transfer_Issue
"Transfer was debited but later failed. When will I get my refund for ?100,000? ",Transfer_Issue
I accidentally sent money to the wrong account 4329220145. Can the bank reverse it? ,Transfer_Issue
I accidentally sent money to the wrong account 5323956833. Can the bank reverse it? Need urgent help.,Transfer_Issue
My transfer REF:REF593777573 is pending since 2023-06-19 and recipient hasn't received it. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF515133753. Kindly assist.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF732784511. ,Transfer_Issue
"Transfer of ?10,000 to Wema Bank account 9531571459 didn't go through shows error INSUFFICIENT_FUNDS. ",Transfer_Issue
I made transfer to account 2573694547 but entered wrong beneficiary name. Can it be reversed? Need urgent help.,Transfer_Issue
"Transfer of ?75,000 to Wema Bank account 5530637032 didn't go through shows error CODE_14. This is urgent.",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF722010328. Please help. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF987813391. Please help. ,Transfer_Issue
My transfer REF:REF822960158 is pending since 2024-10-13 and recipient hasn't received it. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF376473334. ,Transfer_Issue
I accidentally sent money to the wrong account 0300388099. Can the bank reverse it? ,Transfer_Issue
"Trying to transfer beyond daily limit of ?75,000. How can I increase it? Kindly assist.",Transfer_Issue
My transfer REF:REF708594268 is pending since 2023-04-20 and recipient hasn't received it. ,Transfer_Issue
"Transfer of ?5,000 to Wema Bank account 9478730024 didn't go through shows error TXN_FAIL_51. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF452130454. Please help. This is urgent.,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF476975967. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF950418854. Kindly assist.,Transfer_Issue
"I tried to send ?1,500 to account 6415607490 on Wema Bank via internet banking but it failed. ",Transfer_Issue
My transfer REF:REF400294313 is pending since 2024-06-23 and recipient hasn't received it. Need urgent help.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF595609960. ,Transfer_Issue
My transfer REF:REF100029624 is pending since 2023-09-23 and recipient hasn't received it. ,Transfer_Issue
I made transfer to account 0788046020 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF965391449. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF333070052. Please help. Kindly assist.,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF259063593. Please help. Kindly assist.,Transfer_Issue
I made transfer to account 1347294819 but entered wrong beneficiary name. Can it be reversed? Can you assist?,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF955362886. This is urgent.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF703383808. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF117451889. Please help. Please advise.,Transfer_Issue
"Transfer of ?150,000 to Wema Bank account 1065133387 didn't go through shows error ERR001. This is urgent.",Transfer_Issue
"Transfer of ?50,000 to Wema Bank account 6404369699 didn't go through shows error INSUFFICIENT_FUNDS. ",Transfer_Issue
I accidentally sent money to the wrong account 5670624651. Can the bank reverse it? Can you assist?,Transfer_Issue
My transfer REF:REF385753276 is pending since 2025-08-10 and recipient hasn't received it. ,Transfer_Issue
"Transfer was debited but later failed. When will I get my refund for ?150,000? ",Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF944206925. ,Transfer_Issue
Transfer of ?500 to Wema Bank account 0840305146 didn't go through shows error INSUFFICIENT_FUNDS. Can you assist?,Transfer_Issue
